species_mix_wheat_aestivum_lentil,density_n_ratio,plant_density,soil_water_capacity,density_error,nitrogen_residual,total_precipitation,n_amount,growing_days,stress_index,soil_ph,soil_awc,irrigation_amount,GDD,high_humidity_days,heat_stress_days,crop_season_winter
1.0,0.0,203.03030303030303,-0.524,-21.96969696969697,31.227477029670656,1547.32,0.0,129.0,0.5164869029275809,7.9,294.0,0.0,1504.2133356164384,281.0,63.0,0.0
0.0,0.0,140.4320987654321,-0.51,0.4320987654321016,41.0,1674.71,0.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
0.0,0.3022119341563786,24.17695473251029,-0.3668736568745356,-5.823045267489711,35.0,1538.94,80.0,237.0,0.6160026414263702,7.393333333333333,291.5,0.0,2715.5995684931504,336.0,75.0,1.0
0.0,0.0,38.33333333333334,0.236,-6.666666666666657,42.0,1440.75,0.0,113.0,0.4460708782742681,6.6,291.5,0.0,629.0810616438356,579.0,0.0,0.0
0.0,0.0,133.7448559670782,-0.51,-6.255144032921805,41.0,1674.71,0.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
0.0,0.0,109.21717171717172,0.3142,-20.78282828282828,64.5,1636.91,0.0,241.0,0.4375889647076088,6.3,291.5,0.0,2317.0895479452056,500.0,11.0,1.0
1.0,0.0,230.3030303030303,-0.524,-69.69696969696969,31.227477029670656,1547.32,0.0,123.0,0.5164869029275809,7.9,294.0,0.0,1434.2499246575342,281.0,63.0,0.0
1.0,0.0,85.85858585858587,-0.524,10.858585858585869,31.227477029670656,1547.32,0.0,123.0,0.5164869029275809,7.9,294.0,0.0,1434.2499246575342,281.0,63.0,0.0
0.0,0.2561129618742788,35.855814662399034,-0.51,0.8558146623990339,41.0,1674.71,140.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
0.0,0.0,76.25,0.36205,-13.75,74.1,1454.77,0.0,129.0,0.4296720228923618,6.8,291.5,0.0,1018.7594117647058,465.0,15.0,0.0
0.0,0.0,115.83333333333334,0.236,-34.16666666666666,42.0,1440.75,0.0,113.0,0.4460708782742681,6.6,291.5,0.0,629.0810616438356,579.0,0.0,0.0
1.0,0.0,129.29292929292927,-0.524,-20.707070707070727,31.227477029670656,1547.32,0.0,123.0,0.5164869029275809,7.9,294.0,0.0,1434.2499246575342,281.0,63.0,0.0
0.0,0.1864711934156378,14.917695473251028,-0.3668736568745356,-0.0823045267489721,35.0,1538.94,80.0,237.0,0.6160026414263702,7.393333333333333,291.5,0.0,2715.5995684931504,336.0,75.0,1.0
0.0,0.0,121.0,0.2395,-29.0,41.0,1447.72,0.0,110.0,0.4522342064714946,6.8,291.5,0.0,594.4883036935706,587.0,0.0,0.0
0.0,0.0,93.0,0.182,-57.0,41.0,1641.86,0.0,112.0,0.485362095531587,5.5,291.5,0.0,640.5787140902871,630.0,0.0,0.0
1.0,0.0,323.2323232323232,-0.524,23.23232323232321,31.227477029670656,1547.32,0.0,123.0,0.5164869029275809,7.9,294.0,0.0,1434.2499246575342,281.0,63.0,0.0
0.0,0.0,97.44,-0.552,-42.56,100.32300305199568,1395.83,0.0,243.0,0.5627779000660357,8.3,324.84063359499675,20.0,2940.9774041095893,304.0,69.0,1.0
1.0,0.0,271.7171717171717,-0.524,-28.28282828282829,31.227477029670656,1547.32,0.0,129.0,0.5164869029275809,7.9,294.0,0.0,1504.2133356164384,281.0,63.0,0.0
0.0,0.0,77.5034293552812,-0.5777888686387216,7.503429355281199,31.0,1547.32,0.0,204.0,0.5164869029275809,8.46,333.0,0.0,2378.75597260274,281.0,63.0,1.0
0.0,0.0,30.113636363636363,0.276,3.113636363636364,41.0,1503.56,0.0,253.0,0.3845770049159879,5.9,291.5,0.0,1726.333905608755,493.0,1.0,1.0
0.0,0.9798157946306094,44.091710758377424,0.3137,4.091710758377424,59.3,1592.27,45.0,252.0,0.4160246533127889,6.0,291.5,0.0,1631.112229822161,540.0,0.0,1.0
0.0,3.155006858710562,189.3004115226337,-0.3668736568745356,-10.69958847736629,35.0,1538.94,60.0,237.0,0.6160026414263702,7.393333333333333,291.5,0.0,2715.5995684931504,336.0,75.0,1.0
0.0,2.9545454545454546,88.63636363636364,0.269495,-61.36363636363636,41.0,1532.13,30.0,244.0,0.4424169051287695,5.7,291.5,0.0,2405.908520547945,463.0,18.0,1.0
0.0,0.318,25.44,-0.552,-4.559999999999999,100.32300305199568,1395.83,80.0,243.0,0.5627779000660357,8.3,324.84063359499675,20.0,2940.9774041095893,304.0,69.0,1.0
0.0,0.0,11.89169769416683,-0.51,-0.1083023058331704,41.0,1674.71,0.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
1.0,0.0,135.353535353535,-0.5210546484649512,-14.646464646465006,20.0,1524.77,0.0,120.0,0.6209699904615159,7.9,291.5,0.0,1393.206566347469,293.0,83.0,0.0
0.0,0.0,113.42592592592592,0.349,-26.57407407407408,36.0,1301.25,0.0,232.0,0.6531807175874973,7.0,259.0,0.0,2799.632229822161,273.0,93.0,1.0
0.0,1.258116883116883,44.03409090909091,0.276,-0.9659090909090936,41.0,1503.56,35.0,253.0,0.3845770049159879,5.9,291.5,0.0,1726.333905608755,493.0,1.0,1.0
0.0,1.2012987012987013,42.04545454545455,0.276,-2.9545454545454533,41.0,1503.56,35.0,253.0,0.3845770049159879,5.9,291.5,0.0,1726.333905608755,493.0,1.0,1.0
0.0,0.0,34.56439393939394,0.3142,-5.435606060606062,64.5,1636.91,0.0,241.0,0.4375889647076088,6.3,291.5,0.0,2317.0895479452056,500.0,11.0,1.0
0.0,0.750561167227834,33.775252525252526,0.3142,-6.224747474747474,64.5,1636.91,45.0,241.0,0.4375889647076088,6.3,291.5,0.0,2317.0895479452056,500.0,11.0,1.0
1.0,0.0,283.83838383838383,-0.524,-16.161616161616166,31.227477029670656,1547.32,0.0,123.0,0.5164869029275809,7.9,294.0,0.0,1434.2499246575342,281.0,63.0,0.0
0.0,2.3233882030178328,185.87105624142663,-0.3668736568745356,-14.12894375857337,35.0,1538.94,80.0,237.0,0.6160026414263702,7.393333333333333,291.5,0.0,2715.5995684931504,336.0,75.0,1.0
1.0,0.0,140.06734006734,-0.5210546484649512,-9.932659932659988,20.0,1524.77,0.0,120.0,0.6209699904615159,7.9,291.5,0.0,1393.206566347469,293.0,83.0,0.0
0.0,0.102880658436214,14.40329218106996,-0.3668736568745356,-0.5967078189300405,35.0,1538.94,140.0,237.0,0.6160026414263702,7.393333333333333,291.5,0.0,2715.5995684931504,336.0,75.0,1.0
1.0,0.0,67.34006734006734,-0.5210546484649512,-7.659932659932664,20.0,1524.77,0.0,120.0,0.6209699904615159,7.9,291.5,0.0,1393.206566347469,293.0,83.0,0.0
0.0,0.0,30.0,0.182,-15.0,71.0,1791.72,0.0,136.0,0.5,5.5,291.5,0.0,704.6132054794523,649.0,0.0,0.0
0.0,1.1096413874191642,155.349794238683,-0.51,15.349794238682987,41.0,1674.71,140.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
0.0,0.0,168.0,0.182,18.0,71.0,1590.93,0.0,130.0,0.4807395993836671,5.5,291.5,0.0,705.51,624.0,0.0,0.0
0.0,0.0,145.5761316872428,0.349,5.576131687242793,36.0,1301.25,0.0,232.0,0.6531807175874973,7.0,259.0,0.0,2799.632229822161,273.0,93.0,1.0
0.0,0.0,48.55967078189303,0.349,13.559670781893033,36.0,1301.25,0.0,232.0,0.6531807175874973,7.0,259.0,0.0,2799.632229822161,273.0,93.0,1.0
0.0,0.1567705271408974,21.94787379972565,-0.3668736568745356,-8.052126200274351,35.0,1538.94,140.0,237.0,0.6160026414263702,7.393333333333333,291.5,0.0,2715.5995684931504,336.0,75.0,1.0
0.0,0.0,114.19753086419756,-0.51,-25.80246913580244,41.0,1674.71,0.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
0.0,0.0,39.66620941929587,-0.51,4.666209419295868,41.0,1674.71,0.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
1.0,0.0,260.6060606060606,-0.524,-39.39393939393938,31.227477029670656,1547.32,0.0,123.0,0.5164869029275809,7.9,294.0,0.0,1434.2499246575342,281.0,63.0,0.0
0.0,2.6791351010101008,192.89772727272725,0.276,-17.102272727272748,41.0,1503.56,72.0,253.0,0.3845770049159879,5.9,291.5,0.0,1726.333905608755,493.0,1.0,1.0
1.0,0.0,141.4141414141414,-0.524,-8.585858585858603,31.227477029670656,1547.32,0.0,123.0,0.5164869029275809,7.9,294.0,0.0,1434.2499246575342,281.0,63.0,0.0
0.0,1.317873303076923,171.32352939999998,-0.3739999999999999,-3.676470600000016,42.0,1292.01,130.0,251.0,0.409289016068677,7.31,291.5,0.0,2194.1571887824894,420.0,18.0,1.0
0.0,0.0,39.083333333333336,-0.372,1.5833333333333357,41.0,1311.15,0.0,251.0,0.435270379338176,7.31,291.5,0.0,2505.120779753762,429.0,22.0,1.0
0.0,0.0,91.25,-0.449,41.25,41.0,2123.88,0.0,102.0,0.7588597842835131,7.7,291.5,0.0,1249.689069767442,336.0,105.0,0.0
1.0,0.0,307.7441077441077,-0.5210546484649512,7.74410774410768,20.0,1524.77,0.0,120.0,0.6209699904615159,7.9,291.5,0.0,1393.206566347469,293.0,83.0,0.0
1.0,0.0,392.5925925925927,-0.5210546484649512,-7.407407407407277,20.0,1524.77,0.0,120.0,0.6209699904615159,7.9,291.5,0.0,1393.206566347469,293.0,83.0,0.0
0.0,0.0,186.3636363636364,0.276,-23.6363636363636,41.0,1503.56,0.0,253.0,0.3845770049159879,5.9,291.5,0.0,1726.333905608755,493.0,1.0,1.0
1.0,0.0,375.084175084175,-0.5210546484649512,-24.915824915825,20.0,1524.77,0.0,120.0,0.6209699904615159,7.9,291.5,0.0,1393.206566347469,293.0,83.0,0.0
0.0,0.0,41.9753086419753,0.349,6.975308641975303,36.0,1301.25,0.0,232.0,0.6531807175874973,7.0,259.0,0.0,2799.632229822161,273.0,93.0,1.0
0.0,0.0,93.0,0.182,-57.0,41.0,1641.86,0.0,112.0,0.485362095531587,5.5,291.5,0.0,640.5787140902871,630.0,0.0,0.0
0.0,0.0,105.7275,0.3109999999999999,5.727500000000006,66.0,1451.31,0.0,120.0,0.4273607748184019,6.5,291.5,0.0,1193.284109589041,462.0,15.0,0.0
0.0,0.0,93.0,0.182,-57.0,41.0,1641.86,0.0,112.0,0.485362095531587,5.5,291.5,0.0,640.5787140902871,630.0,0.0,0.0
1.0,0.0,298.989898989899,-0.5210546484649512,-1.010101010100982,20.0,1524.77,0.0,120.0,0.6209699904615159,7.9,291.5,0.0,1393.206566347469,293.0,83.0,0.0
0.0,0.0,14.25,-0.448,-0.75,35.0,1389.46,0.0,202.0,0.5750311835057598,7.8,291.5,0.0,2348.1614520547946,289.0,74.0,1.0
0.0,0.0,28.80658436213992,-0.5777888686387216,-6.193415637860081,31.0,1547.32,0.0,204.0,0.5164869029275809,8.46,333.0,0.0,2378.75597260274,281.0,63.0,1.0
0.0,0.0,46.30681818181819,0.276,1.306818181818187,41.0,1503.56,0.0,253.0,0.3845770049159879,5.9,291.5,0.0,1726.333905608755,493.0,1.0,1.0
0.0,0.0,21.6049382716049,-0.532,6.604938271604901,53.0,1389.46,0.0,209.0,0.5750311835057598,8.3,291.5,83.0,2429.533383561644,289.0,74.0,1.0
0.0,0.6858710562414266,30.8641975308642,0.3137,-9.1358024691358,59.3,1592.27,45.0,252.0,0.4160246533127889,6.0,291.5,0.0,1631.112229822161,540.0,0.0,1.0
1.0,0.0,321.2121212121212,-0.524,121.2121212121212,31.227477029670656,1547.32,0.0,123.0,0.5164869029275809,7.9,294.0,0.0,1434.2499246575342,281.0,63.0,0.0
0.0,0.0,56.37860082304527,0.349,21.378600823045268,36.0,1301.25,0.0,232.0,0.6531807175874973,7.0,259.0,0.0,2799.632229822161,273.0,93.0,1.0
0.0,0.9769230769230768,127.0,0.25676,2.0,71.0,1451.31,130.0,118.0,0.4273607748184019,6.0,291.5,105.0,1173.3960410958905,462.0,15.0,0.0
0.0,0.0,56.0,0.2395,-4.0,41.0,1447.72,0.0,110.0,0.4522342064714946,6.8,291.5,0.0,594.4883036935706,587.0,0.0,0.0
1.0,0.0,317.171717171717,-0.5210546484649512,17.171717171716978,20.0,1524.77,0.0,120.0,0.6209699904615159,7.9,291.5,0.0,1393.206566347469,293.0,83.0,0.0
0.0,0.0,56.0,0.2395,-4.0,41.0,1447.72,0.0,110.0,0.4522342064714946,6.8,291.5,0.0,594.4883036935706,587.0,0.0,0.0
0.0,0.3307692307692307,43.0,0.25676,3.0,71.0,1451.31,130.0,118.0,0.4273607748184019,6.0,291.5,105.0,1173.3960410958905,462.0,15.0,0.0
0.0,0.0,134.77366255144034,-0.51,-5.226337448559661,41.0,1674.71,0.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
0.0,0.6565126050595237,45.95588235416666,-0.3739999999999999,5.955882354166661,42.0,1292.01,70.0,251.0,0.409289016068677,7.31,291.5,0.0,2194.1571887824894,420.0,18.0,1.0
0.0,1.0324808935920071,144.54732510288102,-0.51,4.547325102881018,41.0,1674.71,140.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
1.0,0.0,148.14814814814832,-0.5210546484649512,-1.851851851851677,20.0,1524.77,0.0,120.0,0.6209699904615159,7.9,291.5,0.0,1393.206566347469,293.0,83.0,0.0
0.0,0.0,38.75171467764064,-0.51,3.751714677640642,41.0,1674.71,0.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
0.0,0.0,42.32804232804233,0.3137,2.328042328042329,59.3,1592.27,0.0,252.0,0.4160246533127889,6.0,291.5,0.0,1631.112229822161,540.0,0.0,1.0
0.0,0.6324404761904762,25.297619047619047,0.278,-19.70238095238096,41.0,1454.85,40.0,233.0,0.3657348301416098,6.0,291.5,0.0,1888.0984473324213,450.0,4.0,1.0
0.0,0.4605134234763864,41.44620811287478,0.3137,1.4462081128747784,59.3,1592.27,90.0,252.0,0.4160246533127889,6.0,291.5,0.0,1631.112229822161,540.0,0.0,1.0
0.0,0.0,38.88888889111112,-0.3739999999999999,-1.1111111088888777,19.0,1272.91,0.0,256.0,0.3942989214175655,7.31,291.5,0.0,2190.395616438356,382.0,21.0,1.0
0.0,0.7821268237934903,35.195707070707066,0.3142,-4.804292929292934,64.5,1636.91,45.0,241.0,0.4375889647076088,6.3,291.5,0.0,2317.0895479452056,500.0,11.0,1.0
0.0,0.0,14.631915866483768,-0.51,2.631915866483768,41.0,1674.71,0.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
0.0,0.0,99.0,0.182,-51.0,71.0,1791.72,0.0,136.0,0.5,5.5,291.5,0.0,704.6132054794523,649.0,0.0,0.0
0.0,0.0,37.25,0.36205,-7.75,74.1,1454.77,0.0,129.0,0.4296720228923618,6.8,291.5,0.0,1018.7594117647058,465.0,15.0,0.0
0.0,0.1607510288065843,12.860082304526747,-0.3668736568745356,-2.139917695473253,35.0,1538.94,80.0,237.0,0.6160026414263702,7.393333333333333,291.5,0.0,2715.5995684931504,336.0,75.0,1.0
0.0,0.0,35.11904761904762,0.278,-9.88095238095238,41.0,1454.85,0.0,233.0,0.3657348301416098,6.0,291.5,0.0,1888.0984473324213,450.0,4.0,1.0
0.0,0.0,30.0,0.182,-15.0,71.0,1791.72,0.0,136.0,0.5,5.5,291.5,0.0,704.6132054794523,649.0,0.0,0.0
0.0,1.440329218106996,201.64609053497944,-0.3668736568745356,1.646090534979436,35.0,1538.94,140.0,237.0,0.6160026414263702,7.393333333333333,291.5,0.0,2715.5995684931504,336.0,75.0,1.0
0.0,0.0,28.69227251943304,-0.51,-6.30772748056696,41.0,1674.71,0.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
0.0,0.0,89.03999999999999,-0.552,-50.96000000000001,100.32300305199568,1395.83,0.0,243.0,0.5627779000660357,8.3,324.84063359499675,20.0,2940.9774041095893,304.0,69.0,1.0
1.0,0.0,71.71717171717172,-0.524,-3.2828282828282767,31.227477029670656,1547.32,0.0,123.0,0.5164869029275809,7.9,294.0,0.0,1434.2499246575342,281.0,63.0,0.0
1.0,0.0,297.979797979798,-0.524,-2.0202020202020208,31.227477029670656,1547.32,0.0,123.0,0.5164869029275809,7.9,294.0,0.0,1434.2499246575342,281.0,63.0,0.0
0.0,0.0,99.0,0.182,-51.0,71.0,1791.72,0.0,136.0,0.5,5.5,291.5,0.0,704.6132054794523,649.0,0.0,0.0
1.0,0.0,145.45454545454533,-0.5210546484649512,-4.545454545454675,20.0,1524.77,0.0,120.0,0.6209699904615159,7.9,291.5,0.0,1393.206566347469,293.0,83.0,0.0
0.0,0.0,168.0,0.21325,18.0,41.0,1488.12,0.0,134.0,0.4279991195245433,6.5,291.5,0.0,1008.1811232876712,537.0,3.0,0.0
0.0,0.0,35.0,0.182,-10.0,71.0,1590.93,0.0,130.0,0.4807395993836671,5.5,291.5,0.0,705.51,624.0,0.0,0.0
0.0,0.0,14.060356652949244,-0.51,2.060356652949244,41.0,1674.71,0.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
0.0,0.0,141.0,0.21325,-9.0,41.0,1488.12,0.0,134.0,0.4279991195245433,6.5,291.5,0.0,1008.1811232876712,537.0,3.0,0.0
1.0,0.0,68.68686868686869,-0.524,-6.313131313131308,31.227477029670656,1547.32,0.0,129.0,0.5164869029275809,7.9,294.0,0.0,1504.2133356164384,281.0,63.0,0.0
0.0,0.0,93.0,0.182,-57.0,41.0,1641.86,0.0,112.0,0.485362095531587,5.5,291.5,0.0,640.5787140902871,630.0,0.0,0.0
0.0,1.4742193173086422,66.3398692788889,-0.3739999999999999,14.339869278888898,19.0,1272.91,45.0,256.0,0.3942989214175655,7.31,291.5,0.0,2190.395616438356,382.0,21.0,1.0
0.0,0.0,113.8545953360768,-0.5777888686387216,-36.1454046639232,31.0,1547.32,0.0,204.0,0.5164869029275809,8.46,333.0,0.0,2378.75597260274,281.0,63.0,1.0
0.0,0.0,12.757201646090534,0.349,0.7572016460905342,36.0,1301.25,0.0,232.0,0.6531807175874973,7.0,259.0,0.0,2799.632229822161,273.0,93.0,1.0
0.0,4.744318181818182,142.32954545454544,0.269495,-67.67045454545456,41.0,1532.13,30.0,244.0,0.4424169051287695,5.7,291.5,0.0,2405.908520547945,463.0,18.0,1.0
1.0,0.0,131.31313131313132,-0.5210546484649512,-18.68686868686868,20.0,1524.77,0.0,120.0,0.6209699904615159,7.9,291.5,0.0,1393.206566347469,293.0,83.0,0.0
1.0,0.0,143.434343434343,-0.5210546484649512,-6.565656565657008,20.0,1524.77,0.0,120.0,0.6209699904615159,7.9,291.5,0.0,1393.206566347469,293.0,83.0,0.0
0.0,0.2735599999999998,27.35599999999998,-0.526,-2.64400000000002,45.2,1401.49,100.0,238.0,0.6559835644581408,8.0,332.7188745600972,0.0,2790.724424657535,289.0,91.0,1.0
0.0,2.25480109739369,180.3840877914952,-0.3668736568745356,-19.615912208504795,35.0,1538.94,80.0,237.0,0.6160026414263702,7.393333333333333,291.5,0.0,2715.5995684931504,336.0,75.0,1.0
1.0,0.0,220.2020202020202,-0.524,-4.797979797979792,31.227477029670656,1547.32,0.0,123.0,0.5164869029275809,7.9,294.0,0.0,1434.2499246575342,281.0,63.0,0.0
0.0,0.0,12.802926383173295,-0.51,0.8029263831732951,41.0,1674.71,0.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
0.0,0.464,27.84,-0.552,-2.16,100.32300305199568,1395.83,60.0,243.0,0.5627779000660357,8.3,324.84063359499675,20.0,2940.9774041095893,304.0,69.0,1.0
1.0,0.0,229.2929292929293,-0.524,-70.7070707070707,31.227477029670656,1547.32,0.0,129.0,0.5164869029275809,7.9,294.0,0.0,1504.2133356164384,281.0,63.0,0.0
0.0,2.8527462121212124,205.39772727272728,0.276,-4.60227272727272,41.0,1503.56,72.0,253.0,0.3845770049159879,5.9,291.5,0.0,1726.333905608755,493.0,1.0,1.0
0.0,0.729962766999804,102.19478737997257,-0.3668736568745356,2.194787379972567,35.0,1538.94,140.0,237.0,0.6160026414263702,7.393333333333333,291.5,0.0,2715.5995684931504,336.0,75.0,1.0
1.0,0.0,248.48484848484847,-0.524,-51.51515151515153,31.227477029670656,1547.32,0.0,129.0,0.5164869029275809,7.9,294.0,0.0,1504.2133356164384,281.0,63.0,0.0
1.0,0.0,282.82828282828297,-0.5210546484649512,-17.171717171717034,20.0,1524.77,0.0,120.0,0.6209699904615159,7.9,291.5,0.0,1393.206566347469,293.0,83.0,0.0
0.0,0.0,93.0,0.182,-57.0,41.0,1641.86,0.0,112.0,0.485362095531587,5.5,291.5,0.0,640.5787140902871,630.0,0.0,0.0
0.0,1.7361111111111112,138.88888888888889,-0.3668736568745356,-11.111111111111114,35.0,1538.94,80.0,237.0,0.6160026414263702,7.393333333333333,291.5,0.0,2715.5995684931504,336.0,75.0,1.0
0.0,0.0,83.5,0.21325,-6.5,41.0,1488.12,0.0,134.0,0.4279991195245433,6.5,291.5,0.0,1008.1811232876712,537.0,3.0,0.0
0.0,0.0,18.0,0.2395,-2.0,41.0,1447.72,0.0,110.0,0.4522342064714946,6.8,291.5,0.0,594.4883036935706,587.0,0.0,0.0
1.0,0.0,59.93265993265994,-0.5210546484649512,-15.067340067340062,20.0,1524.77,0.0,120.0,0.6209699904615159,7.9,291.5,0.0,1393.206566347469,293.0,83.0,0.0
1.0,0.0,355.55555555555566,-0.5210546484649512,-44.44444444444434,20.0,1524.77,0.0,120.0,0.6209699904615159,7.9,291.5,0.0,1393.206566347469,293.0,83.0,0.0
0.0,0.0,105.84,-0.552,-34.16,100.32300305199568,1395.83,0.0,243.0,0.5627779000660357,8.3,324.84063359499675,20.0,2940.9774041095893,304.0,69.0,1.0
0.0,0.0,37.0,0.2395,-8.0,41.0,1447.72,0.0,110.0,0.4522342064714946,6.8,291.5,0.0,594.4883036935706,587.0,0.0,0.0
1.0,0.0,162.62626262626262,-0.524,-37.37373737373738,31.227477029670656,1547.32,0.0,129.0,0.5164869029275809,7.9,294.0,0.0,1504.2133356164384,281.0,63.0,0.0
0.0,0.0,22.9766803840878,-0.3668736568745356,-7.0233196159122,35.0,1538.94,0.0,237.0,0.6160026414263702,7.393333333333333,291.5,0.0,2715.5995684931504,336.0,75.0,1.0
0.0,1.19,95.2,-0.552,-44.8,100.32300305199568,1395.83,80.0,243.0,0.5627779000660357,8.3,324.84063359499675,20.0,2940.9774041095893,304.0,69.0,1.0
1.0,0.0,135.35353535353534,-0.524,-14.646464646464665,31.227477029670656,1547.32,0.0,123.0,0.5164869029275809,7.9,294.0,0.0,1434.2499246575342,281.0,63.0,0.0
0.0,0.0,33.0,0.182,-27.0,71.0,1590.93,0.0,130.0,0.4807395993836671,5.5,291.5,0.0,705.51,624.0,0.0,0.0
0.0,0.0,138.75,0.36205,-11.25,74.1,1454.77,0.0,129.0,0.4296720228923618,6.8,291.5,0.0,1018.7594117647058,465.0,15.0,0.0
0.0,0.3318250377179487,43.137254903333336,-0.3739999999999999,3.137254903333336,42.0,1292.01,130.0,251.0,0.409289016068677,7.31,291.5,0.0,2194.1571887824894,420.0,18.0,1.0
0.0,0.318,25.44,-0.552,-4.559999999999999,100.32300305199568,1395.83,80.0,243.0,0.5627779000660357,8.3,324.84063359499675,20.0,2940.9774041095893,304.0,69.0,1.0
0.0,0.4899078973153047,44.091710758377424,0.3137,4.091710758377424,59.3,1592.27,90.0,252.0,0.4160246533127889,6.0,291.5,0.0,1631.112229822161,540.0,0.0,1.0
0.0,2.503429355281207,150.2057613168724,-0.3668736568745356,0.2057613168724117,35.0,1538.94,60.0,237.0,0.6160026414263702,7.393333333333333,291.5,0.0,2715.5995684931504,336.0,75.0,1.0
1.0,0.0,321.212121212121,-0.5210546484649512,21.21212121212102,20.0,1524.77,0.0,120.0,0.6209699904615159,7.9,291.5,0.0,1393.206566347469,293.0,83.0,0.0
0.0,0.0,139.40329218107,-0.51,-0.5967078189300139,41.0,1674.71,0.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
0.0,0.0,14.060356652949244,-0.51,2.060356652949244,41.0,1674.71,0.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
0.0,0.2547521066039583,35.66529492455417,-0.51,0.6652949245541677,41.0,1674.71,140.0,247.0,0.6461149020471055,8.1,230.0,0.0,2880.709302325581,338.0,81.0,1.0
